Max_Radius,Range_of_Radii,Trappedness,Gaussianity,Skewness_Step_Length,Kurtosis_Step_Length,Mean_Velocity,Std_Velocity,Radius_of_Gyration,Straightness_Index,D_PowerLaw,Alpha_PowerLaw,Trajectory_ID,Diffusion_Type
2.505394574959973,2.505394574959973,-0.9959901193522087,3.8668268877265586,0.7200977310869525,0.8668268877265586,0.31310697343244864,0.10662958241234335,0.9408045875779169,0.08418725674706153,0.013359796019179951,1.282120469698308,Normal_0,Normal
4.2199793163105115,4.2199793163105115,-0.49227766182039523,4.578067164060107,0.9693057878250996,1.5780671640601067,0.32143386107287575,0.14041154433044029,1.4517738980623611,0.08468957058098343,0.0267495551732532,0.7950415427122658,Normal_1,Normal
3.2420579769119686,3.2420579769119686,-0.8979748144982385,2.91580310404331,0.4393688235718877,-0.08419689595669011,0.33534668460003353,0.13957916150921781,1.400939232507929,0.028859044833707003,0.09170158444445149,0.4991094032631417,Normal_2,Normal
6.035314542152123,6.035314542152123,-0.7237806615554339,3.3971217431712404,0.700257902160861,0.3971217431712404,0.3275681307391221,0.15334019489019354,2.0411420271936045,0.06734685198392144,0.06696039432040769,0.6297922970054383,Normal_3,Normal
5.34499719746324,5.34499719746324,-1.1370826999620696,3.044157384843897,0.4291818462243674,0.044157384843896974,0.3147541155744906,0.13164676163725064,2.1001949302577767,0.011033978152981384,0.039025205370771185,0.6922086604014822,Normal_4,Normal
9.2607433917394,9.2607433917394,-0.8563872577864082,2.783053260013005,0.48397968624011245,-0.21694673998699487,0.33167342912608355,0.13468712951108103,2.795443259300383,0.010646118677766997,0.023778527982713658,1.0134607210701068,Normal_5,Normal
5.7501250432612,5.7501250432612,-0.47698092171746387,2.989905102902077,0.5928380727631902,-0.010094897097922662,0.32581639869548856,0.14037712722146306,2.173758720475069,0.04638143293597261,0.020893288537321385,1.0208984473933391,Normal_6,Normal
5.7268285708869335,5.7268285708869335,-0.6327660237192236,2.864869517386176,0.3453144684642208,-0.13513048261382465,0.3184999131171761,0.13300003218670994,3.0132518441379834,0.03611022864689578,0.025903181102096027,0.9959630004750959,Normal_7,Normal
14.214697558145033,14.214697558145033,-1.2325074026332596,3.0946234265693926,0.5540061218523951,0.0946234265693926,0.32782125909071447,0.13904979218055186,4.54281059865812,0.07805152064012083,0.015049216155940565,1.1685941716562451,Normal_8,Normal
4.202485863597937,4.202485863597937,-0.8919956169377286,3.8973247503581563,0.5381401687427446,0.8973247503581563,0.3452491506669933,0.1311631275889901,1.3415885086559902,0.09821835617285381,0.01845529981731486,0.8938538099984694,Normal_9,Normal
1.150792018462156,1.150792018462156,-0.6045433030834007,2.39652158249111,0.47831351810437184,-0.6034784175088901,0.392121848816956,0.16462976879316318,0.6460448461458008,0.06301699866663447,0.03512147763804734,0.771130782290524,Normal_10,Normal
5.048805846705246,5.048805846705246,-0.9923451447575589,3.6020894636881944,0.566415926221788,0.6020894636881939,0.3415371168569775,0.14056042178966277,2.1171575055722323,0.03165438510122164,0.027034654990943634,0.8822603162120628,Normal_11,Normal
