Max_Radius,Range_of_Radii,Trappedness,Gaussianity,Skewness_Step_Length,Kurtosis_Step_Length,Mean_Velocity,Std_Velocity,Radius_of_Gyration,Straightness_Index,D_PowerLaw,Alpha_PowerLaw,Goodness_of_fit,Trajectory_ID,Diffusion_Type
6.923375530457784,6.923375530457784,-0.7132234154151769,3.3868886459412924,0.5329569252784898,0.38688864594129235,0.323264256953041,0.1455493371564727,2.8114681238089245,0.07739241851552355,0.013326625662809602,1.1735812752641375,0.9993459557790086,Normal_0,Normal
7.8336446127651636,7.8336446127651636,-0.9657386156061802,3.0769560933617317,0.439590722405823,0.0769560933617317,0.3960741821348006,0.16479202943070567,2.9860499017747015,0.030625037599005624,0.02204040959386695,0.9358479611593119,0.99792761358796,Normal_1,Normal
2.4164008053635864,2.4164008053635864,-1.258944830299423,2.7563006429937893,0.41245799471559763,-0.2436993570062107,0.3206904636846597,0.1400591603857002,1.134126229525544,0.043915462123332145,0.02253280042579999,0.7867218380284705,0.9988614408567351,Normal_2,Normal
8.434018421083897,8.434018421083897,-1.5358053293225749,3.3684721089322456,0.677459414917826,0.3684721089322456,0.34362066699134153,0.1533803261311059,2.9762689568572664,0.05044439919271146,0.03876146756006762,0.8479419274699787,0.9961964256107767,Normal_3,Normal
1.7551296195939226,1.7551296195939226,-0.9196885960279111,3.1885387090994812,0.7081073671917868,0.18853870909948123,0.3025551004203911,0.1406714098077615,0.6391890003825729,0.05232360188334506,0.02615704152276892,0.5011433270368845,0.9718504446406464,Normal_4,Normal
3.1690186202023476,3.1690186202023476,-0.579591452744805,4.269787804444593,0.814142544215263,1.2697878044445918,0.32341960642879364,0.1087149525762638,1.0167921120841197,0.24256190897585603,0.016082013098847964,1.11694979229979,0.9967266158174631,Normal_5,Normal
7.157347436862757,7.157347436862757,-0.6837571790512398,2.9544071698475753,0.28741335848312644,-0.04559283015242466,0.345169409188222,0.13927043744030254,2.5307393386442523,0.05114243995714288,0.025745595295569926,0.9651206028165409,0.9965149692774842,Normal_6,Normal
6.133897293569749,6.133897293569749,-1.2289985347708718,2.994147540467598,0.5140475424706408,-0.005852459532401877,0.3152920839544516,0.13644323417397247,2.400187054105734,0.021812318929508946,0.0567116338210985,0.7201286968489842,0.9896922885604776,Normal_7,Normal
8.902740493440065,8.902740493440065,-1.2541281087049838,3.1180053619921386,0.5462813483371912,0.11800536199213862,0.328914419958568,0.13831891826693482,2.9108577435901943,0.05366499410815308,0.017040422867579653,1.0554627932041922,0.9995052966290806,Normal_8,Normal
9.367325170521967,9.367325170521967,-0.6028084985453095,2.6181249425503705,0.3515319807870282,-0.38187505744962946,0.3312459851546029,0.13931089294092094,3.011670292194732,0.06594637768700783,0.03003944303384793,0.8981847902646978,0.996463729435033,Normal_9,Normal
