Max_Radius,Range_of_Radii,Trappedness,Gaussianity,Skewness_Step_Length,Kurtosis_Step_Length,Mean_Velocity,Std_Velocity,Radius_of_Gyration,Straightness_Index,D_PowerLaw,Alpha_PowerLaw,Goodness_of_fit,Trajectory_ID,Diffusion_Type
2.4562960803923786,2.4562960803923786,-0.46195138209882836,2.4127346642103245,0.2845976272099907,-0.5872653357896755,0.9977202023781775,0.42678627731698937,0.7203510370795051,0.07384680399628409,0.025872980945999997,0.9871391026601826,0.9977947596681301,Normal_0,Normal
0.9799125722678309,0.9799125722678309,-0.5896451939908662,3.13756367805658,0.5050410745109567,0.13756367805657987,1.009534046575653,0.3942400686141388,0.4173117738069286,0.02180656882663942,0.018173584146023734,0.7198641750179318,0.9906405238435422,Normal_1,Normal
1.1365658211815346,1.1365658211815346,-1.048323159231359,2.462949817912227,0.36729533941765635,-0.5370501820877731,1.0363546605868854,0.41696605850713575,0.4145485196406516,0.04513195349486824,0.015502376112089666,0.9928142862481352,0.9987266931407457,Normal_2,Normal
1.9439692868172609,1.9439692868172609,-0.5687689577833008,2.938981820943284,0.492838148167624,-0.061018179056715915,1.0698823288964574,0.44237607571095217,0.915640871045902,0.02670424421566206,0.024561059605733005,1.0269635761304572,0.9873175085225459,Normal_3,Normal
2.916514179896784,2.916514179896784,-1.3242790468194272,2.97245385517136,0.5358089779338974,-0.027546144828639818,1.0471899098622202,0.4475427461514507,0.8737642421204058,0.09942233775013402,0.02034245607118221,0.9623327002887773,0.9957413300903059,Normal_4,Normal
2.7143834360154973,2.7143834360154973,-0.9068422951150714,3.0867092223906334,0.5080317380514854,0.08670922239063339,1.0148028634999242,0.4317425065916132,0.8711483969595681,0.0368455900641971,0.034031860256443586,0.7947971110019113,0.973283862694612,Normal_5,Normal
1.436449091551374,1.436449091551374,-0.6344969458386465,3.1854033476234687,0.538977078182486,0.18540334762346866,1.0216867012667423,0.4600826616625025,0.5511322362651373,0.05115477576548901,0.02531739923452358,1.0835396932079269,0.9991204675775665,Normal_6,Normal
1.2695540473169065,1.2695540473169065,-0.5615233911861894,2.5901107079688717,0.3308684936835935,-0.40988929203112834,1.0378434889746426,0.433579860535496,0.46711728984537465,0.03866866591248051,0.021200409870822383,0.8675694603133475,0.9915234731387801,Normal_7,Normal
1.8709860259872098,1.8709860259872098,-0.7114209017059288,3.0988182533027393,0.46612316842338625,0.0988182533027393,1.2315494384706993,0.5072482242838793,1.0049281536787895,0.016490367814951504,0.024499307874459076,1.0183714263009005,0.9992859023168927,Normal_8,Normal
1.487559663397529,1.487559663397529,-0.6342618484863198,2.50329751279263,0.3797716619956046,-0.49670248720737,1.01838169270006,0.4366252106205722,0.5462238955518675,0.05494784903804965,0.021107965243777022,0.8391222647733835,0.997512856550588,Normal_9,Normal
2.4150773120356424,2.4150773120356424,-0.9347930771573478,3.32295364881571,0.5800188729606823,0.32295364881571054,1.031636240852885,0.4405274536736676,0.9940291986437894,0.04991243412951162,0.013059489297244403,1.2192037780626128,0.9980514381494605,Normal_10,Normal
2.4516563459232112,2.4516563459232112,-1.0177810361499509,2.463407000578124,0.26422404485501605,-0.5365929994218761,1.1365996726577732,0.47270094184835115,0.9275493121602754,0.0376237328315342,0.021585752836442925,0.9413528141616598,0.9979916271088409,Normal_11,Normal
1.9090950883771667,1.9090950883771667,-0.9983740257226785,3.9212242427909927,0.5755642332159847,0.9212242427909936,0.9990541661747595,0.3937994482915072,0.6302470918258332,0.0946921880496675,0.01903357758815153,1.0823373726889163,0.9983031258203316,Normal_12,Normal
1.2612026520924626,1.2612026520924626,-0.8395168194962743,2.8288927875490306,0.36771569331599135,-0.17110721245096938,1.1076665359319853,0.4522925349387504,0.6259471076705274,0.04451971829256143,0.020575112552688242,1.0762802554050999,0.9983492474781255,Normal_13,Normal
1.0218194944086838,1.0218194944086838,-0.5120358107892851,3.0277640888511197,0.3243606574201784,0.027764088851119695,1.0696196522109302,0.41510444390136025,0.5313262793221804,0.08792424358123742,0.023724490657252226,1.2142175417244911,0.9993865917350327,Normal_14,Normal
0.764538891001929,0.764538891001929,-0.5888633746971494,2.9471320575172246,0.8127338634784307,-0.052867942482775376,1.005562715247805,0.45471013648894465,0.27638146530168545,0.13218792891310788,0.013877391672720344,0.9517245552173186,0.9933814364418335,Normal_15,Normal
1.7878097029931312,1.7878097029931312,-0.5061648386750759,2.389278905506918,0.23982228436604996,-0.6107210944930821,1.0827325110219421,0.4422964064115694,0.5348856891693732,0.06774078496466332,0.020172961268266697,0.6777891946758426,0.9826393938023309,Normal_16,Normal
1.4109185801508413,1.4109185801508413,-1.65383927712693,3.356183792137984,0.6925387016936764,0.3561837921379838,1.0907854438336635,0.4950741820197744,0.5744671553441721,0.0892061130955223,0.019730862788980265,1.1618167289687433,0.9927736099308162,Normal_17,Normal
1.8010031501501906,1.8010031501501906,-0.49535726593079854,2.688339293918675,0.3277135771016563,-0.3116607060813248,0.9999597869916153,0.42656019452007915,0.6703006390310902,0.060809571122290976,0.020870242193124,0.7544568976233761,0.9905699327046606,Normal_18,Normal
1.339500901872013,1.339500901872013,-0.5683665420344446,3.0451513211395698,0.6223508923748479,0.04515132113956977,1.3859714975961177,0.6211908196068122,0.4043484850004608,0.07544379499741469,0.024745829348813697,0.6989548324648279,0.9754673834515053,Normal_19,Normal
3.7641239571462624,3.7641239571462624,-0.6575296014322785,2.8287487577137798,0.39965632758293074,-0.17125124228622024,1.0887646388383736,0.43952691654323095,1.090956887816153,0.0572083335427803,0.03226936396740337,0.8155369065255603,0.9867925672457029,Normal_20,Normal
1.3530100911716403,1.3530100911716403,-0.4133702411425466,2.3690735924327315,0.22031676179826915,-0.6309264075672685,0.9883096369625345,0.3932566913762509,0.3957271348955217,0.13634737864605034,0.017308865254984852,0.9627337151802626,0.9983208281952555,Normal_21,Normal
